date,exchange,code,name
Dec 31st 2022,NYSE,JEMD,Nuveen Emerging Markets Debt 2022 Target Term Fund
Dec 31st 2022,NYSE,FVT,Fortress Value Acquisition Corp III
Dec 31st 2022,NYSE,CRU,Crucible Acquisition
Dec 20th 2022,NYSE,CCCS,CCC Intelligent Solutions Holdings
Dec 20th 2022,NYSE,EVRG,Evergy
Dec 18th 2022,NYSE,IACC,ION Acquisition Corp 3
Dec 18th 2022,NASDAQ,FSRD,Fast Radius
Dec 17th 2022,NYSE,GAPA,G&P acquisition
Dec 17th 2022,NASDAQ,MITO,Stealth BioTherapeutics
Dec 17th 2022,NASDAQ,LOGC,LogicBio Therapeutics
Dec 17th 2022,NYSE,TEN,Tenneco
Sep 13th 2025,NYSE,APLX,APLX
Jul 27th 2025,NASDAQ,CLCG,Crossmark ETF Trust
Apr 10th 2025,NASDAQ,MAGS,Roundhill Magnificent Seven ETF
Feb 6th 2025,NYSE,KDEF,Exchange Listed Funds Trust
May 2nd 2025,NASDAQ,PRXG,Praxis Impact Large Cap Growth ETF
May 2nd 2025,NASDAQ,RAC,Rithm Acquisition
May 2nd 2025,NASDAQ,TAPR,Innovator Equity Defined Protection ETF - 2 Yr to April 2027
May 2nd 2025,NASDAQ,TMH,Toyota Motor Corporation ADRhedged
May 2nd 2025,NASDAQ,TWNPV,Twin Hospitality Group Inc. Class A Common Stock When-Issued
May 2nd 2025,NASDAQ,WNTR,YieldMax MSTR Short Option Income Strategy ETF
May 2nd 2025,NASDAQ,APTO,Aptose Biosciences
May 2nd 2025,NASDAQ,BFRE,Westwood LBRTY Global Equity ETF
May 2nd 2025,NASDAQ,COLAR,Columbus Acquisition Corp Rights
May 2nd 2025,NYSEARCA,FRD,Friedman Industries Inc. Common Stock
May 2nd 2025,NASDAQ,FLAG,Global X S&P 500 U.S. Market Leaders Top 50 ETF
May 2nd 2025,NASDAQ,FLYY,Spirit Aviation Holdings
May 2nd 2025,NYSE,NVRO,Nevro
May 2nd 2025,NYSE,SOUL.U,SOUL-U
May 2nd 2025,NASDAQ,JUSA,JPMorgan U.S. Research Enhanced Large Cap ETF
May 1st 2025,NYSEARCA,SQY,Tidal Trust II
May 1st 2025,NYSEARCA,GLDM,SPDR Gold MiniShares
May 1st 2025,NYSEARCA,UTRN,Vesper U.S. Large Cap Short-Term Reversal Strategy ETF
May 1st 2025,NYSE,FBMS,The First Bancshares
May 1st 2025,NYSE,RFL.WS,RFL-WS
May 1st 2025,NYSE,DM,Desktop Metal
May 1st 2025,NYSE,AUBAP,Atlantic Union Bankshares Corporation
May 1st 2025,NASDAQ,AAGRW,African Agriculture Holdings
Dec 15th 2025,NYSEMKT,OPEG,Leverage Shares 2X Long OPEN Daily ETF
Dec 15th 2025,NYSEMKT,NMBL,Tidal Trust III
Dec 15th 2025,NYSE,TDWDR,Tailwind 2.0 Acquisition Corp. Rights
Dec 15th 2025,NYSE,TDWD,Tailwind 2.0 Acquisition
Sep 12th 2025,NASDAQ,NEHCW,New Era Helium Inc Warrants
Sep 12th 2025,NASDAQ,THRD,Third Harmonic Bio
Sep 12th 2025,NASDAQ,RMBL,RumbleON
Feb 6th 2025,NYSE,PMMF,BlackRock ETF Trust
May 1st 2025,NASDAQ,ANGIV,Angi Inc. Class A Common Stock When Issued
May 1st 2025,NASDAQ,BCAN,BYND Cannasoft Enterprises
May 1st 2025,NASDAQ,GLACR,Global Lights Acquisition Corp Rights
May 1st 2025,NASDAQ,ITCI,Intracellular Th
May 1st 2025,NASDAQ,PLMJ,Plum Acquisition Corp. III
May 1st 2025,NASDAQ,PLMJU,Plum Acquisition Corp. III
May 1st 2025,NASDAQ,PTVE,Pactiv Evergreen
May 1st 2025,NASDAQ,QTI,QT Imaging Holdings Inc. Common Stock
May 1st 2025,NASDAQ,SASR,Sandy Spring Bancorp
May 1st 2025,NASDAQ,TBNK,Territorial Bancorp
May 1st 2025,NASDAQ,VBFC,Village Bank and Trust Financial
May 1st 2025,NASDAQ,VOXX,VOXX International Corporation
May 1st 2025,NASDAQ,WBUY,WEBUY GLOBAL
Apr 30th 2025,NYSE,LEJUY,Leju Holdings
Dec 26th 2024,NYSE,VSTO,Vista Outdoor
Dec 26th 2024,NYSE,CGA,China Green Agriculture
Dec 26th 2024,NASDAQ,CNTG,Centogene B V
Dec 26th 2024,NASDAQ,EGOX,Next.e.GO N.V.
Dec 26th 2024,NASDAQ,MMAT,Meta Materials
Dec 26th 2024,NASDAQ,SHPW,"Shapeways Holdings, Inc. Common Stock"
Dec 26th 2024,NASDAQ,TIO,Tingo Group
Dec 26th 2024,NASDAQ,TLN,Talen Energy Corporation
Dec 26th 2024,NASDAQ,VEV,Vicinity Motor
Dec 26th 2024,NASDAQ,VTNR,Vertex Energy
Apr 26th 2023,NYSE,STRE,Supernova Partners Acquisition Co III
Apr 26th 2023,NYSEMKT,DCSX,Direct Communication Solutions
Apr 26th 2023,NASDAQ,EVOP,EVO Payments
Apr 26th 2023,NASDAQ,CRZN,Corazon Capital V838 Monoceros
Apr 26th 2023,NASDAQ,SPKB,Silver Spike Acquisition Corp II
Apr 26th 2023,NYSE,NID,Nuveen Intermediate Duration Municipal Term Fund
Apr 26th 2023,NYSE,NGC,Northern Genesis Acquisition Corp III
Apr 26th 2023,NYSE,RKTA,Rocket Internet Growth Opportunities
Apr 23rd 2023,NASDAQ,DGNU,Dragoneer Growth Opportunities Corp III
Apr 23rd 2023,NASDAQ,LVRA,Levere Holdings
Apr 23rd 2023,NASDAQ,LDHA,LDH Growth Corp I
Apr 22nd 2023,NASDAQ,QTT,Qutoutiao
Apr 22nd 2023,NASDAQ,OBSV,ObsEva
Apr 22nd 2023,NASDAQ,SIOX,Sio Gene Therapies
Apr 21st 2023,NASDAQ,ISO,IsoPlexis
Apr 21st 2023,NYSE,MSGE,Madison Square Garden Entertainment
Apr 21st 2023,NYSEARCA,DIP,ETF Series Solutions Trust - BTD Capital Fund
Apr 20th 2023,NYSE,IAA,IAA
Apr 20th 2023,NASDAQ,BTDR,Bitdeer Technologies Holding
Apr 20th 2023,NASDAQ,ALR,AlerisLife
Apr 20th 2023,NASDAQ,LYLT,Loyalty Ventures
Apr 20th 2023,NASDAQ,VPCB,VPC Impact Acquisition Holdings II
Apr 19th 2023,NASDAQ,ZGEN,EA Series Trust - The Generation Z ETF
Apr 19th 2023,NASDAQ,AAWW,Atlas Air Worldwide Holdings
Dec 15th 2025,NYSEMKT,LACG,Leverage Shares 2X Long LAC Daily ETF
Dec 15th 2025,NYSEMKT,KBONU,Karbon Capital Partners Corp. Units
Dec 15th 2025,NYSEMKT,MESHU,Meshflow Acquisition Corp. Units
Dec 15th 2025,NYSEMKT,JMMF,J.P. Morgan Exchange-Traded Fund Trust
Dec 15th 2025,NYSEMKT,ITHAU,ITHAX Acquisition Corp III Units
Dec 15th 2025,NYSEMKT,IALT,iShares Systematic Alternatives Active ETF
Dec 15th 2025,NYSEMKT,FSML,Franklin Templeton ETF Trust
Dec 15th 2025,NYSEMKT,FTPA,Putnam ETF Trust
Feb 6th 2025,NYSE,SCCR,Schwab Strategic Trust
Sep 12th 2025,NYSEMKT,FGXCU,FG Merger III Corp. Unit
May 25th 2022,NYSEARCA,XVOL,Tidal ETF Trust - Acruence Active Hedge U.S. Equity ETF
May 25th 2022,NASDAQ,EVOL,Symbolic Logic
May 25th 2022,NASDAQ,MIME,Mimecast
May 25th 2022,NASDAQ,OTRA,OTR Acquisition
May 25th 2022,NASDAQ,ARTA,Artisan Acquisition
May 25th 2022,NASDAQ,LYT,Lytus Technologies Holdings PTV
May 25th 2022,NASDAQ,ASTI,Ascent Solar Technologies
May 17th 2022,NYSE,WEI,Weidai
May 16th 2022,NASDAQ,ESBK,Elmira Savings Bank Elmira NY
May 16th 2022,NASDAQ,EPAY,Bottomline Technologies (Delaware)
May 16th 2022,NASDAQ,XENT,Intersect ENT
May 14th 2022,NASDAQ,JUNS,Jupiter Neurosciences
May 14th 2022,NASDAQ,BTRU,Tru Shrimp Companies Inc (The)
May 12th 2022,NYSE,NEW,Puxin
May 11th 2022,NASDAQ,FTLB,First Trust Exchange-Traded Fund VI - First Trust Hedged BuyWrite Income ETF
May 10th 2022,NASDAQ,ZNTE,Zanite Acquisition
May 10th 2022,NYSE,BLL,Ball
Sep 11th 2025,NASDAQ,VMCA,Valuence Merger Corp I
Sep 11th 2025,NASDAQ,VMCAU,Valuence Merger Corp I Unit
Sep 11th 2025,NASDAQ,TSBX,Turnstone Biologics Corp. Common Stock
Sep 11th 2025,NASDAQ,TLGY,TLGY Acquisition
Sep 11th 2025,NASDAQ,RENEW,Cartesian Growth Corporation II Warrant
Sep 11th 2025,NASDAQ,RTC,Baijiayun Group
Sep 11th 2025,NASDAQ,STRM,Streamline Health Solutions
Sep 11th 2025,NASDAQ,RENEU,Cartesian Growth Corporation II Unit
Sep 11th 2025,NASDAQ,MSSAU,Metal Sky Star Acquisition Corp Unit
Sep 11th 2025,NASDAQ,PROC,Procaps Group
Sep 11th 2025,NASDAQ,KACLU,Kairous Acquisition Corp Ltd Unit
Mar 12th 2025,NASDAQ,OWNB,Bitwise Funds Trust
Feb 20th 2026,NASDAQ,QLGN,Qualigen Therapeutics
Dec 15th 2025,NYSEMKT,GRAG,Leverage Shares 2X Long GRAB Daily ETF
Dec 15th 2025,NYSEMKT,DUOG,Leverage Shares 2X Long DUOL Daily ETF
Dec 15th 2025,NYSEMKT,HELS,ETF Opportunities Trust
Dec 15th 2025,NYSEMKT,CRXP,Columbia ETF Trust I
Dec 15th 2025,NYSEMKT,CIFG,Leverage Shares 2X Long CIFR Daily ETF
Dec 15th 2025,NYSEMKT,CONX,Direxion Daily COIN Bull 2X ETF
Dec 15th 2025,NYSEMKT,BLRKU,Bluerock Acquisition Corp. Unit
Apr 10th 2025,NASDAQ,MNTS,Momentus
Apr 10th 2025,NASDAQ,MSSAW,Metal Sky Star Acquisition Corporation Warrant
Apr 10th 2025,NASDAQ,VMCAW,Valuence Merger Corp. I
Apr 10th 2025,NYSE,APOS,Apollo Global Management
Apr 10th 2025,NYSEARCA,XSVM,Invesco S&P SmallCap Value with Momentum ETF
Apr 10th 2025,NYSEMKT,TACHU,Titan Acquisition Corp. Units
Apr 10th 2025,NYSE,XPER,Xperi
Apr 10th 2025,NYSEARCA,RSPD,Invesco S&P 500 Equal Weight Consumer Discretionary ETF
Apr 10th 2025,NYSE,DNA,Ginkgo Bioworks Holdings
Jun 19th 2025,NASDAQ,AFMD,Affimed NV
Jun 19th 2025,NYSE,BHK.R,BHK-R
Jun 16th 2025,NASDAQ,SPGC,"Sacks Parente Golf, Inc. Common Stock"
Jun 16th 2025,NYSE,DFS,Discover Financial Services
Jun 15th 2025,NASDAQ,AXDX,Accelerate Diagnostics
Feb 5th 2025,NYSE,PRSU,Pursuit Attractions and Hospitality
Feb 5th 2025,NYSE,FUN,Six Flags Entertainment Corporation
Feb 5th 2025,NYSE,FOXY,Simplify Exchange Traded Funds
Feb 5th 2025,NASDAQ,VIRX,Viracta Therapeutics
Feb 5th 2025,NASDAQ,PROCW,Procaps Group S.A. Warrants
Dec 14th 2025,NASDAQ,XXV,Simplify Exchange Traded Funds
Dec 14th 2025,NASDAQ,YLDW,Ultimus Managers Trust
Dec 14th 2025,NASDAQ,UPSG,Leverage Shares 2X Long UPS Daily ETF
Mar 12th 2025,NASDAQ,ROIC,Retail Opportunity Investments
Mar 12th 2025,NASDAQ,SBIGW,SpringBig Holdings
Sep 11th 2025,NASDAQ,IXAQ,IX Acquisition
Sep 11th 2025,NASDAQ,HAIA,Healthcare AI Acquisition
Sep 11th 2025,NASDAQ,HAIAU,Healthcare AI Acquisition Corp Unit
Sep 11th 2025,NASDAQ,HLXB,Helix Acquisition Corp. II
Sep 11th 2025,NASDAQ,GLACU,Global Lights Acquisition Corp Unit
Sep 11th 2025,NASDAQ,IVCAU,Investcorp India Acquisition Corp Unit
Sep 11th 2025,NASDAQ,CLRCU,ClimateRock Unit
Sep 11th 2025,NASDAQ,CSLR,"Complete Solaria, Inc. Common Stock"
Sep 11th 2025,NASDAQ,CLRC,ClimateRock
Sep 11th 2025,NASDAQ,CCTSU,Cactus Acquisition Corp 1 Ltd Unit
Sep 11th 2025,NASDAQ,CITE,Cartica Acquisition
Sep 11th 2025,NASDAQ,DECA,Denali Capital Acquisition
Sep 11th 2025,NASDAQ,CITEU,Cartica Acquisition Corp Unit
Sep 11th 2025,NASDAQ,ASCB,A SPAC II Acquisition
Sep 11th 2025,NASDAQ,ASCBU,A SPAC II Acquisition Corp Unit
Sep 11th 2025,NASDAQ,ALSA,Alpha Star Acquisition
Sep 11th 2025,NASDAQ,AIMAU,Aimfinity Investment I Corp Unit
Feb 16th 2026,NYSEARCA,RJMG,First Trust Exchange-Traded Fund VIII
Feb 16th 2026,NASDAQ,PNFPP,Pinnacle Financial Partners
Feb 16th 2026,NASDAQ,MCSE,Martin Currie Sustainable International Equity ETF
Feb 16th 2026,NASDAQ,GIFI,Gulf Island Fabrication
Mar 12th 2025,NASDAQ,STAF,Staffing 360 Solutions
Mar 12th 2025,NYSE,BOWL,Bowlero
Mar 12th 2025,NYSE,CTV,Innovid
Sep 11th 2025,NYSEMKT,NUVO,Holdco Nuvo Group D.G
Dec 25th 2024,NYSE,SITC.P.A,SITE Centers Corp. 6.375% Class A Preferred Shares
Dec 25th 2024,NYSE,SITC.PA,SITE Centers
Dec 25th 2024,NYSE,DCF,BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund
Dec 25th 2024,NASDAQ,IDEX,Ideanomics
Dec 25th 2024,NASDAQ,SEAC,SeaChange International
Dec 25th 2024,NASDAQ,SMFL,"Smart for Life, Inc. Common Stock"
Dec 25th 2024,NASDAQ,SRCL,Stericycle
Dec 25th 2024,NASDAQ,THMO,Thermogenesis Holdings
Dec 24th 2024,NASDAQ,CAUD,Collective Audience
Dec 24th 2024,NASDAQ,CIZN,Citizens Holding
Dec 24th 2024,NASDAQ,CULL,Cullman Bancorp
Dec 24th 2024,NASDAQ,DYNT,Dynatronics Corporation
Dec 24th 2024,NASDAQ,EFTR,Effector Therapeutics
Dec 24th 2024,NASDAQ,FRZA,Forza X1
Dec 24th 2024,NASDAQ,GBNY,Generations Bancorp NY
Oct 4th 2023,NYSE,LAC,Lithium Americas
Oct 4th 2023,NASDAQ,SDC,Smiledirectclub
Oct 3rd 2023,NASDAQ,LFAC,LF Capital Acquisition Corp II
Oct 3rd 2023,NASDAQ,CELL,PhenomeX
Oct 2nd 2023,NASDAQ,MPRA,Mercato Partners Acquisition
Oct 2nd 2023,NASDAQ,ANZU,Anzu Special Acquisition Corp I
Oct 2nd 2023,NASDAQ,INFI,Infinity Pharmaceuticals
Oct 2nd 2023,NASDAQ,UPTD,TradeUP Acquisition
Sep 30th 2023,NASDAQ,FXCO,Financial Strategies Acquisition
Sep 29th 2023,NASDAQ,SYNH,Syneos Health
Sep 29th 2023,NASDAQ,METX,BTC Digital
Sep 29th 2023,NYSE,TRTN,Triton International
Sep 29th 2023,NASDAQ,MCLD,mCloud Technologies
Sep 28th 2023,NYSE,GFOR,Graf Acquisition Corp IV
Sep 28th 2023,NASDAQ,GPAC,Global Partner Acquisition Corp II
Sep 28th 2023,NASDAQ,SLVR,SilverSPAC
Sep 27th 2023,NASDAQ,RETA,Reata Pharmaceuticals
Sep 27th 2023,NYSE,ICNC,Iconic Sports Acquisition
Sep 27th 2023,NYSE,FXLV,F45 Training Holdings
Sep 27th 2023,NASDAQ,LMNL,Liminal Biosciences
Sep 26th 2023,NASDAQ,DBTX,Decibel Therapeutics
Dec 14th 2025,NASDAQ,PVBC,Provident Bancorp
Dec 14th 2025,NASDAQ,HONE,HarborOne Bancorp
Dec 16th 2022,NYSEARCA,VSPY,Spinnaker ETF Trust - VectorShares Min Vol ETF
Dec 16th 2022,NYSE,ECOM,ChannelAdvisor
Dec 16th 2022,NYSE,ZYME,Zymeworks BC
Dec 15th 2022,NYSE,AXH,Industrial Human Capital
Dec 15th 2022,NASDAQ,UHALB,Amerco - Series N
Dec 15th 2022,NASDAQ,LOB,Live Oak Bancshares
Dec 14th 2022,NASDAQ,ESSC,East Stone Acquisition
Dec 11th 2022,NYSE,CRHC,Cohn Robbins Holdings
Dec 11th 2022,NASDAQ,NOAC,Natural Order Acquisition
Dec 10th 2022,NYSE,QNGY,Quanergy Systems
Dec 10th 2022,NASDAQ,ZVO,Zovio
Dec 24th 2024,NASDAQ,GGEI,Green Giant
Dec 24th 2024,NASDAQ,GROM,Grom Social Enterprises
Dec 24th 2024,NASDAQ,HGAS,Global Gas Corporation
Dec 24th 2024,NASDAQ,IMCI,"Infinite Group, Inc. Common Stock"
Dec 24th 2024,NASDAQ,IONM,Assure Holdings
Dec 24th 2024,NASDAQ,KACLR,Kairous Acquisition Corp. Limited Rights
Dec 24th 2024,NASDAQ,KACLW,Kairous Acquisition Corp. Limited Warrants
Dec 24th 2024,NASDAQ,KANT,Kineta
Dec 24th 2024,NASDAQ,LTCH,Latch
Dec 24th 2024,NASDAQ,MCOM,Micromobility.com
Dec 24th 2024,NASDAQ,MDRX,Veradigm
Dec 24th 2024,NASDAQ,LBPH,Longboard Pharmaceuticals
Dec 24th 2024,NASDAQ,MGAM,Mobile Global Esports
Dec 24th 2024,NASDAQ,MINM,Minim
Dec 24th 2024,NASDAQ,MRAI,Marpai
Dec 24th 2024,NASDAQ,MVLA,Movella Holdings
Dec 24th 2024,NASDAQ,ONCT,Oncternal Therapeutics
Dec 24th 2024,NASDAQ,PBLA,Panbela Therapeutics
Dec 24th 2024,NASDAQ,PETV,PetVivo Holdings
Dec 24th 2024,NYSEARCA,CARY,Angel Oak Income ETF
Dec 14th 2025,NASDAQ,BTOT,iShares Trust
Dec 14th 2025,NASDAQ,CCRP,Columbia ETF Trust I
Mar 11th 2025,NYSE,CSTUF,Constellation Acquisition Corp I
Mar 11th 2025,NYSE,CSTAF,CSTAF
Mar 11th 2025,NASDAQ,MRNS,Marinus Pharmaceuticals
Mar 10th 2025,NYSE,SUM,Summit Materials
Apr 19th 2023,NASDAQ,GXII,GX Acquisition Corp II
Apr 16th 2023,NASDAQ,SMIH,Summit Healthcare Acquisition
Apr 16th 2023,NYSE,BGSX,Build Acquisition
Apr 16th 2023,NASDAQ,AEHL,Antelope Enterprise Holdings
Apr 16th 2023,NASDAQ,KSI,Kadem Sustainable Impact
Apr 15th 2023,NYSE,AMOV,America Movil S.A.B.DE C.V.
Apr 15th 2023,NASDAQ,GDTC,CytoMed Therapeutics
Apr 15th 2023,NASDAQ,GWII,Good Works II Acquisition
Apr 15th 2023,NASDAQ,FRON,Frontier Acquisition
Apr 15th 2023,NYSE,CIAN,Cian
Apr 14th 2023,NASDAQ,LEGA,Lead Edge Growth Opportunities
Apr 13th 2023,NASDAQ,TBSA,TB SA Acquisition
Apr 12th 2023,NASDAQ,AGGR,Agile Growth
Apr 12th 2023,NASDAQ,PTOC,Pine Technology Acquisition
Apr 12th 2023,NYSE,IVH,Delaware Ivy High Income Opportunities Fund
Apr 12th 2023,NYSE,DEX,Delaware Enhanced Global Dividend & Income Fund
Apr 12th 2023,NYSE,DDF,Delaware Investments Dividend and Income Fund
Apr 12th 2023,NASDAQ,ACQR,Independence Holdings
Apr 12th 2023,NYSE,CLAA,Colonnade Acquisition Corp II
Dec 24th 2024,NYSE,ATIP,ATI Physical Therapy
Dec 24th 2024,NASDAQ,ALSAR,Alpha Star Acquisition Corporation Rights
Dec 24th 2024,NASDAQ,ALSAW,Alpha Star Acquisition Corporation Warrants
Dec 24th 2024,NASDAQ,AONC,American Oncology Network
Dec 24th 2024,NASDAQ,BGXX,Bright Green
Dec 24th 2024,NASDAQ,BIOR,Biora Therapeutics
Dec 24th 2024,NASDAQ,BTCY,Biotricity
Dec 22nd 2024,NASDAQ,VINO,Gaucho Group Holdings
Dec 22nd 2024,NASDAQ,NCNCW,noco-noco Inc. Warrant
Dec 22nd 2024,NASDAQ,MEDS,Trxade Group
Dec 22nd 2024,NASDAQ,BLEUW,bleuacacia ltd Warrants
Dec 22nd 2024,NASDAQ,BLEUR,bleuacacia ltd Rights
Aug 22nd 2024,NYSE,TRTL,TortoiseEcofin Acquisition III
Aug 22nd 2024,NYSE,TSMY,Tidal Trust II
Aug 22nd 2024,NASDAQ,WTER,Alkaline Water
Aug 21st 2024,NASDAQ,PUCK,Goal Acquisitions
Aug 21st 2024,NASDAQ,PUCKW,Goal Acquisitions
Aug 21st 2024,NASDAQ,PXMD,PaxMedica Inc. Common Stock
Aug 21st 2024,NYSE,CVIIW,Churchill Capital Corp VII Warrants
Aug 21st 2024,NASDAQ,CUENW,Cuentas
Aug 21st 2024,NASDAQ,CUEN,Cuentas
Aug 21st 2024,NASDAQ,AWINW,AERWINS Technologies
Aug 21st 2024,NASDAQ,AWIN,AERWINS Technologies
Aug 21st 2024,NASDAQ,OPGN,OpGen
Aug 20th 2024,NASDAQ,ROII,RiskOn International
Aug 20th 2024,NASDAQ,CSSEQ,Chicken Soup for the Soul Entertainment
Aug 20th 2024,NASDAQ,ACORQ,Acorda Therapeutics
Aug 20th 2024,NASDAQ,EFTRW,eFFECTOR Therapeutics
Aug 20th 2024,NASDAQ,CSSPQ,Chicken Soup for the Soul Entertainment
Aug 20th 2024,NASDAQ,GROMW,Grom Social Enterprises Inc. Warrants
Aug 20th 2024,NASDAQ,CSSLQ,Chicken Soup for the Soul Entertainment
Dec 14th 2025,NASDAQ,ACEP,ARS Core Equity Portfolio ETF
Dec 14th 2025,NASDAQ,AAAC,Columbia ETF Trust I
May 9th 2022,NASDAQ,LAWS,Lawson Products
May 9th 2022,NASDAQ,JOBS,51Job
May 9th 2022,NASDAQ,PROG,Biora Therapeutics
May 5th 2022,NASDAQ,GNOG,Golden Nugget Online Gaming
May 5th 2022,NASDAQ,DKNG,DraftKings
May 4th 2022,NASDAQ,HBP,Huttig Building Products
May 3rd 2022,NYSEARCA,EUFX,ProShares Trust - ProShares Short Euro
May 3rd 2022,NASDAQ,HTBX,Heat Biologics
May 3rd 2022,NYSEARCA,CROC,ProShares Trust - ProShares UltraShort Australian Dollar
May 3rd 2022,NYSEARCA,DDG,ProShares Trust - ProShares Short Oil & Gas
May 3rd 2022,NASDAQ,ECOL,US Ecology
May 3rd 2022,NASDAQ,SV,NuScale Power Corporation
May 3rd 2022,NYSEARCA,SBM,ProShares Trust - ProShares Short Basic Materials
May 3rd 2022,NYSEARCA,RALS,ProShares Trust - ProShares RAFI Long/Short
May 2nd 2022,NASDAQ,TUGC,TradeUP Global
May 2nd 2022,NASDAQ,MACU,Mallard Acquisition
May 2nd 2022,NYSEARCA,BIGY,ETF Series Solutions Trust - Defiance Next Gen Big Data ETF
Apr 30th 2022,NYSE,MGP,MGM Growth Properties
Apr 29th 2022,NYSE,ONE,OneSmart International Education Group
Sep 9th 2025,NASDAQ,BYON,Beyond
Sep 8th 2025,NYSE,NOVA,Sunnova Energy International
Sep 8th 2025,NASDAQ,WPAY,Roundhill ETF Trust Roundhill W
Sep 8th 2025,NASDAQ,DATSW,DatChat Inc. Series A Warrant
Sep 8th 2025,NASDAQ,MNTL,Tema Neuroscience and Mental Health ETF
Sep 7th 2025,NYSEMKT,CHEB,Chenghe Acquisition II
Sep 6th 2025,NASDAQ,HEPA,Hepion Pharmaceuticals
Sep 6th 2025,NASDAQ,PARAA,Paramount Global
Sep 5th 2025,NASDAQ,VIGL,Vigil Neuroscience
Sep 5th 2025,NASDAQ,VAPEW,CEA Industries
Sep 4th 2025,NYSEARCA,KOCG,SHP ETF Trust - FIS Knights of Columbus Global Belief ETF
Sep 4th 2025,NYSE,PNF,PIMCO New York Municipal Income Fund
Sep 4th 2025,NYSE,PYN,PIMCO New York Municipal Income Fund III
Sep 4th 2025,NYSE,PZC,PIMCO California Municipal Income Fund III
Sep 4th 2025,NYSE,PMF,PIMCO Municipal Income Fund
Sep 4th 2025,NYSE,PMX,PIMCO Municipal Income Fund III
Sep 4th 2025,NASDAQ,CLEU,China Liberal Education Holdings
Sep 4th 2025,NASDAQ,IPA,Immunoprecise Antibodies
Sep 3rd 2025,NYSEARCA,BTHM,BlackRock ETF Trust - BlackRock Future U.S. Themes ETF
Sep 3rd 2025,NYSEARCA,CHIU,Global X MSCI China Utilities ETF
Sep 3rd 2025,NYSEARCA,CWC,Capitol Series Trust
Sep 3rd 2025,NASDAQ,CALY,BlackRock Short-Term California Muni Bond ETF
Sep 2nd 2025,NASDAQ,SGRT,Tidal Trust I
Dec 22nd 2024,NYSE,ENV,Envestnet
Aug 19th 2024,NASDAQ,TRAK,Park City Group
Aug 19th 2024,NASDAQ,SBXD,SilverBox Corp IV
Aug 19th 2024,NASDAQ,ROLR,High Roller Technologies
Aug 19th 2024,NASDAQ,HYW,Hywin Holdings
Aug 19th 2024,NASDAQ,ECCF,Eagle Point Credit
Aug 19th 2024,NASDAQ,AYAMF,Aoyama Trading
Aug 19th 2024,NASDAQ,AFARW,Aura FAT Projects Acquisition Corp Warrant
Aug 19th 2024,NYSE,SBXD.U,SBXD-U
Aug 19th 2024,NYSE,PRE.P.J,PRE-P-J
Aug 19th 2024,NYSE,HGTY.WT,HGTY-WT
Aug 19th 2024,NYSE,FSD,First Trust High Income Long Short Closed Fund
Aug 19th 2024,NYSE,ETRN,Equitrans Midstream
Aug 18th 2024,NASDAQ,AIBAF,AIB Acquisition Corporation
Aug 18th 2024,NASDAQ,AIB,AIB Acquisition
Aug 18th 2024,NASDAQ,XBIOW,Xenetic Biosciences
Aug 18th 2024,NASDAQ,LTCHW,Latch
Aug 18th 2024,NASDAQ,MAYS,J W Mays
Aug 18th 2024,NASDAQ,SEPAW,SEP Acquisition
Aug 18th 2024,NASDAQ,SHPSQ,SHPSQ
Jun 1st 2025,NYSE,COPL.U,COPL-U
Jun 1st 2025,NYSE,SPLP.PA,Steel Partners Holdings
Aug 18th 2024,NASDAQ,SHPWW,Shapeways Holdings Inc. Warrants
Aug 18th 2024,NASDAQ,VSACW,Vision Sensing Acquisition Corp. Warrants
Aug 18th 2024,NASDAQ,BTMDW,Haymaker Acquisition Corp. III
Aug 18th 2024,NASDAQ,BBIG,Vinco Ventures
Aug 18th 2024,NASDAQ,ASLN,Aslan Pharmaceuticals
Aug 18th 2024,NASDAQ,ASAP,ASAP
Aug 18th 2024,NYSE,FSHPR,Flag Ship Acquisition Corp. Right
Aug 18th 2024,NASDAQ,FXCOW,Financial Strategies Acquisition Corp. Warrants
Aug 18th 2024,NASDAQ,HEWG,iShares Currency Hedged MSCI Germany ETF
Aug 18th 2024,NASDAQ,INBXV,"Inhibrx, Inc. Ex-distribution When-Issued"
Aug 18th 2024,NASDAQ,DMK,DMK Pharmaceuticals Corporation
Aug 18th 2024,NYSE,CPG,Crescent Point Energy
Aug 18th 2024,NYSE,AGM.P.C,Federal Agricultural Mortgage Corporation Preferred Series C Fixed to Fltg
Aug 18th 2024,NYSE,AGM.PC,Federal Agricultural Mortgage Corporation
Aug 18th 2024,NASDAQ,ACCUF,ACCUF
Aug 18th 2024,NASDAQ,AIBBU,AIB Acquisition Corp Unit
Aug 15th 2024,NASDAQ,RMGWF,RMG Acquisition Corp. III
Aug 15th 2024,NASDAQ,VBIV,VBI Vaccines
Aug 15th 2024,NYSEARCA,FBGX,UBS AG FI Enhanced Large Cap Growth ETN
Aug 15th 2024,NYSEARCA,BTEK,BlackRock Future Tech ETF
Feb 3rd 2025,NYSE,JBT,John Bean Technologies Corporation
Feb 3rd 2025,NASDAQ,PALT,Paltalk
Feb 3rd 2025,NASDAQ,BLRX,BioLineRx
Feb 2nd 2025,NASDAQ,MARXR,Mars Acquisition Corp. Rights
Feb 2nd 2025,NASDAQ,MARX,Mars Acquisition
